id,Label,Network,Hemisphere,Region,Parcel ID,x,y,degree_centrality,r,eigenvector_centrality,closeness_centrality,region_name,network_name
1,7Networks_LH_Vis_1,7Networks,LH,Vis,1,-26.045328551851146,-44.8448841968708,0.0471204188481675,0.0025860215938875,0.0349047789932278,0.293234303340233,Visual cortex,Visual
2,7Networks_LH_Vis_2,7Networks,LH,Vis,2,-33.517555334725955,-58.54877337810902,0.0034904013961605,0.0,0.0022737048151685,0.2345874426721864,Visual cortex,Visual
3,7Networks_LH_Vis_3,7Networks,LH,Vis,3,-31.59200800673188,-41.29417978183737,0.0959860383944153,0.0120156592725155,0.0919215041359722,0.3438838648262732,Visual cortex,Visual
4,7Networks_LH_Vis_4,7Networks,LH,Vis,4,-37.98163168288875,-71.54814272449501,0.0017452006980802,0.0,2.3164696457315218e-29,0.0031413612565445,Visual cortex,Visual
5,7Networks_LH_Vis_5,7Networks,LH,Vis,5,-24.515875705174054,-58.32235354225107,0.0506108202443281,0.006089818575827,0.0003785299503853,0.287841916024528,Visual cortex,Visual
6,7Networks_LH_Vis_6,7Networks,LH,Vis,6,-23.25299592866149,-71.17410359499664,0.0,0.0,4.015066461927392e-40,0.0,Visual cortex,Visual
7,7Networks_LH_Vis_7,7Networks,LH,Vis,7,-39.66159623861313,-73.76627976323168,0.0,0.0,4.015066461927392e-40,0.0,Visual cortex,Visual
8,7Networks_LH_Vis_9,7Networks,LH,Vis,9,-20.508521401502705,-49.360116829922106,0.0349040139616055,0.0081121388842869,0.0052905335286788,0.3367408765361133,Visual cortex,Visual
9,7Networks_LH_Vis_10,7Networks,LH,Vis,10,-45.12659668144005,-69.67436757364973,0.0017452006980802,0.0,0.0001933468044525,0.1991780173631771,Visual cortex,Visual
10,7Networks_LH_Vis_11,7Networks,LH,Vis,11,-15.159238289603422,-37.02206871249512,0.0663176265270506,0.0115857399348179,0.0192599503053083,0.3332795165717185,Visual cortex,Visual
11,7Networks_LH_Vis_12,7Networks,LH,Vis,12,-11.234485198017524,-61.23231393073575,0.0610820244328097,0.0187233298961124,0.0005072912000715,0.3056745465122428,Visual cortex,Visual
12,7Networks_LH_Vis_13,7Networks,LH,Vis,13,-6.876144870028185,-72.5062209590344,0.0,0.0,4.015066461927392e-40,0.0,Visual cortex,Visual
13,7Networks_LH_Vis_17,7Networks,LH,Vis,17,-13.86427903438758,-42.05212429775433,0.0418848167539267,0.0027241822139549,0.0126745632737067,0.3221623148124064,Visual cortex,Visual
14,7Networks_LH_Vis_18,7Networks,LH,Vis,18,-44.1073151438074,-72.01780786676841,0.0174520069808027,0.0035546121109714,0.0104972285368563,0.2564557635992546,Visual cortex,Visual
15,7Networks_LH_Vis_19,7Networks,LH,Vis,19,-6.373891430697881,-61.931462337472,0.0087260034904013,0.0045149961320704,0.0017647043227771,0.275775638864326,Visual cortex,Visual
16,7Networks_LH_Vis_20,7Networks,LH,Vis,20,-2.25887535512446,-70.33466412094624,0.0,0.0,4.015066461927392e-40,0.0,Visual cortex,Visual
17,7Networks_LH_Vis_21,7Networks,LH,Vis,21,-16.864375003207257,-55.01371005292507,0.0157068062827225,0.0005135351592766,0.001216720502638,0.2831732386591894,Visual cortex,Visual
18,7Networks_LH_Vis_22,7Networks,LH,Vis,22,-3.021888943389058,-76.2814865981539,0.0,0.0,4.015066461927392e-40,0.0,Visual cortex,Visual
19,7Networks_LH_Vis_25,7Networks,LH,Vis,25,-12.72952516963025,-45.94896369454701,0.0261780104712041,0.0050621648272952,0.0017874160385449,0.3069146055244629,Visual cortex,Visual
20,7Networks_LH_Vis_28,7Networks,LH,Vis,28,-9.070825221456047,-70.64779695155366,0.0349040139616055,0.0024931407165846,0.0184235429629058,0.288573872581488,Visual cortex,Visual
21,7Networks_LH_Vis_29,7Networks,LH,Vis,29,-47.27439540220482,-71.36289164202682,0.0122164048865619,0.0005435529590706,0.0042796129532148,0.2623853766304512,Visual cortex,Visual
22,7Networks_LH_Vis_31,7Networks,LH,Vis,31,-19.61369737184242,-62.332047666900834,0.0488656195462478,0.0101167704353954,0.0151250524572456,0.315008120451548,Visual cortex,Visual
23,7Networks_LH_Vis_32,7Networks,LH,Vis,32,-41.32478232856127,-74.55352894961834,0.0174520069808027,0.0032554095608792,0.0082842309237406,0.2754409596909469,Visual cortex,Visual
24,7Networks_LH_Vis_33,7Networks,LH,Vis,33,-0.34706119610928,-73.46269837052871,0.0488656195462478,4.9168518446589534e-05,0.0627993560690825,0.2891252876246373,Visual cortex,Visual
