source,target,Correlation
476,478,0.9730616197881836
474,476,0.9728137904055107
423,472,0.9697764140078432
423,474,0.969098997086034
421,472,0.967739596798438
474,478,0.9615167854378642
472,474,0.9602248218288376
472,476,0.949354319622956
252,547,0.9425429628580524
99,185,0.940904252229394
423,476,0.9407959696599898
472,478,0.9397668215438236
423,478,0.9355159437061792
164,167,0.9324320852473744
29,95,0.9298721755123704
421,423,0.9276566237583252
95,99,0.926809552614634
395,478,0.9263859200219352
20,25,0.9224283410166728
392,479,0.9201281577205174
420,472,0.9167735057770294
420,423,0.916516594487933
421,474,0.9162097645843444
420,421,0.915820357098418
420,474,0.9127182863660572
395,405,0.91224150985037
95,313,0.9122036026412332
95,182,0.911767205081382
421,519,0.9099201772835612
313,574,0.9090555212417878
95,392,0.9083800469443464
421,476,0.9080755095184262
395,474,0.905406046761158
249,252,0.904183487041848
313,392,0.9041802898965924
249,547,0.9030149632067876
416,519,0.9025102320944616
386,474,0.9009957837350524
99,392,0.8992540997120367
99,313,0.8981621764809375
99,574,0.8963847832034568
395,476,0.8962607428420177
123,126,0.8932394515275167
414,519,0.8926895457122144
129,177,0.8913277322764087
421,478,0.8909625822792318
472,519,0.8905502268285437
418,422,0.8902207133222086
405,476,0.8895375186211005
162,542,0.8892684291940802
476,519,0.8887750363703566
185,392,0.8886041921720964
416,476,0.886381088834845
476,479,0.8853298338896283
474,519,0.8852290209526799
386,395,0.8851051249461404
479,574,0.8830493595330041
99,110,0.8819776761453608
183,237,0.8815265969701723
313,566,0.8813324065503676
414,518,0.8810507692075998
405,478,0.8806289454756082
322,535,0.8802134342022653
386,390,0.8799034751421344
84,405,0.8793068020593927
185,313,0.8791291297111002
420,476,0.8777580101482476
185,574,0.8766079383105088
420,478,0.8758374341671623
478,479,0.8758283788691354
414,535,0.8751633117042208
386,423,0.8749828514231391
95,574,0.8739066175592908
182,313,0.8736942402966156
310,518,0.8731546220863409
84,395,0.8729700532030354
357,423,0.8728048372389382
404,405,0.8727068497942021
405,479,0.8723430551138068
386,397,0.8723017373933967
