degree,null_rc_coefficient,network_rc_coefficient,normalized_rc_coefficient
0.0,0.046226742170345544,0.046226742170345544,1.0
1.0,0.05385553598048516,0.05386457062835976,1.000167757087737
2.0,0.0585894580549369,0.05864884929472903,1.0010136847440445
3.0,0.06486126526082131,0.06502774694783574,1.0025667351129364
4.0,0.06927465362673187,0.06956229924732729,1.0041522491349482
5.0,0.07498516907257267,0.07556522312306374,1.0077355836849506
6.0,0.08416662861665374,0.08518636896336544,1.0121157323688967
7.0,0.08990029480936765,0.09119215608334161,1.0143699336772292
8.0,0.09832550160363988,0.10052584470798837,1.022378152854163
9.0,0.10543130990415335,0.10833947734906202,1.0275835275835277
10.0,0.11210702341137124,0.1156298773690078,1.0314240254574383
11.0,0.11868466898954703,0.12308846302748742,1.03710499490316
12.0,0.12702868907248469,0.13218897890430736,1.0406230267312144
13.0,0.13834508754863814,0.14551921206225682,1.0518567347835641
14.0,0.1457819031631612,0.15417530693525558,1.0575750733799953
15.0,0.15274970747792788,0.1626422720987129,1.0647632311977717
16.0,0.1569113511913571,0.16775196092940653,1.0690874793680736
17.0,0.16263520157325467,0.1750245821042281,1.076178960096735
18.0,0.1669683257918552,0.1806663924310983,1.082039911308204
19.0,0.17698792435634542,0.19348370927318295,1.0932028836251286
20.0,0.18363166365897673,0.20245817685216796,1.102523240371846
21.0,0.19869413486434764,0.22357311719013848,1.1252124645892352
22.0,0.20572869753197623,0.23479252987449709,1.141272621132516
23.0,0.20828729281767955,0.23879680785758134,1.1464780430297672
24.0,0.21435064935064935,0.24818181818181817,1.157830960315056
25.0,0.22206752523494605,0.2591019839888618,1.166771159874608
26.0,0.23196073920711602,0.27727934974311785,1.1953719008264463
27.0,0.2404466501240695,0.2907361455748553,1.2091503267973858
28.0,0.24894854586129753,0.30532438478747204,1.2264557872034507
29.0,0.2535644394744199,0.31301835802814276,1.2344726203601617
30.0,0.26041354510038955,0.32534212366396964,1.2493287303413887
31.0,0.2716417910447761,0.3457158651188502,1.272690272690273
32.0,0.27798003523194365,0.3584263065179096,1.289395859738065
33.0,0.2838395200599925,0.37382827146606673,1.3170409511228531
34.0,0.2882244951481773,0.3835562549173879,1.3307552320291174
35.0,0.29210134128166915,0.39384907194147134,1.348330241187384
36.0,0.3007662835249042,0.4123194812849985,1.3708966193042627
37.0,0.30480549199084667,0.42074752097635393,1.3803803803803805
38.0,0.31032818532818535,0.4313063063063063,1.3898392949714877
39.0,0.3221654029271733,0.45265385293599014,1.4050355774493706
40.0,0.32545787545787547,0.45915750915750914,1.4108047270680921
41.0,0.33414141414141413,0.4907070707070707,1.4685610640870617
42.0,0.34213917525773196,0.5034364261168385,1.4714375392341494
43.0,0.3522674146797569,0.5271154745208041,1.4963503649635035
44.0,0.3595505617977528,0.5474974463738509,1.522727272727273
45.0,0.36826265389876883,0.5734610123119015,1.5572065378900444
46.0,0.3810126582278481,0.6183544303797468,1.6229235880398671
47.0,0.39540910773787485,0.6641984450203628,1.6797752808988764
48.0,0.4072434607645875,0.710261569416499,1.7440711462450593
49.0,0.4072434607645875,0.710261569416499,1.7440711462450593
50.0,0.4095238095238095,0.7180124223602484,1.7532861476238626
51.0,0.42657342657342656,0.7491841491841492,1.7562841530054647
52.0,0.43253968253968256,0.7802579365079365,1.8038990825688073
53.0,0.4377880184331797,0.7859703020993344,1.7953216374269008
54.0,0.4426229508196721,0.7890005288207298,1.7825567502986859
55.0,0.4426229508196721,0.7890005288207298,1.7825567502986859
56.0,0.45645821157218003,0.8077147866744594,1.7695262483994878
57.0,0.46365914786967416,0.8258145363408521,1.781081081081081
58.0,0.46750524109014674,0.8413696715583509,1.7997010463378178
59.0,0.4695210449927431,0.8519593613933236,1.8145285935085007
60.0,0.4791836734693877,0.8751020408163265,1.8262350936967633
61.0,0.4791836734693877,0.8751020408163265,1.8262350936967633
62.0,0.48299319727891155,0.8775510204081632,1.8169014084507042
63.0,0.48299319727891155,0.8775510204081632,1.8169014084507042
64.0,0.49491211840888066,0.8852913968547641,1.7887850467289719
65.0,0.4975845410628019,0.8995169082125604,1.807766990291262
66.0,0.503030303030303,0.902020202020202,1.7931726907630523
67.0,0.5038759689922481,0.9136212624584718,1.8131868131868132
68.0,0.5075493612078978,0.9210220673635308,1.814645308924485
69.0,0.5115384615384615,0.9358974358974359,1.829573934837093
70.0,0.5168690958164642,0.951417004048583,1.8407310704960835
71.0,0.5168690958164642,0.951417004048583,1.8407310704960835
72.0,0.512012012012012,0.954954954954955,1.8651026392961878
73.0,0.5126984126984127,0.9587301587301588,1.8699690402476783
74.0,0.507563025210084,0.9647058823529412,1.9006622516556293
75.0,0.5208333333333334,0.9696969696969697,1.8618181818181818
76.0,0.5208333333333334,0.9696969696969697,1.8618181818181818
77.0,0.5204301075268817,0.967741935483871,1.8595041322314052
78.0,0.5204301075268817,0.967741935483871,1.8595041322314052
79.0,0.5204301075268817,0.967741935483871,1.8595041322314052
80.0,0.541871921182266,0.9802955665024631,1.809090909090909
81.0,0.5498575498575499,0.98005698005698,1.782383419689119
82.0,0.5366666666666666,0.9866666666666667,1.8385093167701865
83.0,0.5497835497835498,1.0,1.8188976377952755
84.0,0.5571428571428572,1.0,1.7948717948717947
85.0,0.5490196078431373,1.0,1.8214285714285712
86.0,0.5367647058823529,1.0,1.863013698630137
87.0,0.5367647058823529,1.0,1.863013698630137
88.0,0.5047619047619047,1.0,1.9811320754716981
89.0,0.5054945054945055,1.0,1.9782608695652175
90.0,0.5384615384615384,1.0,1.8571428571428572
91.0,0.5636363636363636,1.0,1.774193548387097
92.0,0.5357142857142857,1.0,1.8666666666666667
93.0,0.5238095238095238,1.0,1.909090909090909
94.0,0.5238095238095238,1.0,1.909090909090909
95.0,0.6,1.0,1.6666666666666667
96.0,0.8333333333333334,1.0,1.2
97.0,1.0,1.0,1.0
98.0,1.0,1.0,1.0
99.0,1.0,1.0,1.0
0.0,0.046226742170345544,0.046226742170345544,1.0
1.0,0.05385553598048516,0.05386457062835976,1.000167757087737
2.0,0.0585894580549369,0.05864884929472903,1.0010136847440445
3.0,0.06487236403995561,0.06502774694783574,1.0023952095808382
4.0,0.06929862409511482,0.06956229924732729,1.0038049117952266
5.0,0.0749719860259706,0.07556522312306374,1.0079127835414101
6.0,0.08418184862182854,0.08518636896336544,1.0119327427228348
7.0,0.08988373248534234,0.09119215608334161,1.0145568454026164
8.0,0.09836279555456105,0.10052584470798837,1.0219905213270142
9.0,0.10534938969443762,0.10833947734906202,1.0283825816485226
10.0,0.11197324414715719,0.1156298773690078,1.0326563122262047
11.0,0.11853948896631823,0.12308846302748742,1.0383751786078792
12.0,0.12702868907248469,0.13218897890430736,1.0406230267312144
