Graph_ID,Vis,SomMot,DorsAttn_Post,DorsAttn_FEF,DorsAttn_PrCv,SalVentAttn_ParOper,SalVentAttn_TempOcc,SalVentAttn_FrOperIns,SalVentAttn_PFCl,SalVentAttn_Med,Limbic_OFC,Limbic_TempPole,Cont_Par,Cont_Temp,Cont_PFCd,Cont_OFC,Cont_PFCl,Cont_PFCv,Cont_pCun,Cont_Cing,Cont_PFCmp,Default_Temp,Default_Par,Default_PFC,Default_pCunPCC,Default_PHC,SalVentAttn_TempOccPar,SalVentAttn_PrC,Default_PFCv,Default_PFCdPFCm
blues,0.19586022764484243,0.2565695320167607,0.27376758092244574,0.2063759070309174,0.27127159491861796,0.2956201989557098,0.307201383877621,0.2290704004320874,0.1641181447374542,0.22114900986075728,0.13829589192263073,0.173580597020574,0.29369533638408585,0.25737338369583135,0.2331816132593416,0.2710366672762452,0.25240381545759016,0.16135673290820574,0.2903199861836002,0.15101022146020765,0.20849326789778785,0.18046061857335688,0.2124769823540761,0.23033303218345708,0.2738952223684221,0.2976013406314454,0.29229324060366874,0.2706864907035369,0.2720875741409994,0.22546123056830872
classical,0.21266009554611767,0.24154489173066723,0.25726578584427406,0.22603212915291793,0.2522120257908731,0.28389402963730775,0.2598528139059555,0.19744151306387703,0.1314557057868502,0.22669676017170026,0.16533673615289451,0.21797561582550318,0.26135849824454566,0.2561301496847976,0.25598051981834474,0.245736641088448,0.232838608855268,0.25948884621752283,0.2783270432768217,0.13474829637128669,0.21000962268754436,0.23325129737623249,0.21407787880847992,0.22260432743455147,0.2873472802221876,0.3102231634174669,0.2674627901207011,0.2497514932527099,0.24812423705509504,0.21834471119838225
country,0.21577680850186148,0.2668341506604639,0.2774376583807736,0.2932867582831983,0.24856884968087636,0.2917768616015958,0.3052667745187046,0.2177620741404037,0.24196109976270463,0.26670210010097195,0.14992600377015794,0.21427317033920304,0.28552214161596595,0.24710194414902112,0.2854512636867535,0.2822659626954146,0.22982106605501781,0.22070244758108615,0.29153315631373955,0.1995677826066968,0.16510326288211202,0.2451857596156973,0.24216438435294413,0.22997164207699605,0.3157090439322833,0.2969430767987907,0.2716164975169587,0.2635223590949312,0.2779439430959873,0.247698985648445
disco,0.20677268115962869,0.2781670664369046,0.262514784121942,0.29528438243208693,0.280931569388414,0.3063613533926375,0.3094251544449084,0.2403951354547134,0.2032081327107269,0.2468171900578628,0.1660595877033993,0.2252921822598464,0.26935974075246427,0.25927331318073815,0.3138213421197446,0.2649893179046589,0.2583852354984373,0.24708034781544996,0.2790314745284133,0.18796610115678064,0.22962123624352476,0.2211561122531317,0.22225670102848993,0.23425037029242074,0.31859535064436545,0.3337696335078534,0.29201865030376445,0.2723015606302823,0.28359390241554167,0.25137598430973135
hiphop,0.19070781706655254,0.2502011224775885,0.25483686933666444,0.267829660792291,0.2453248806250488,0.2717187014956763,0.3111943265487365,0.18464555787323764,0.16707525322457065,0.24123571083272263,0.1528719496867828,0.2088740267357699,0.2618052402302339,0.23873018386919523,0.24699220269312128,0.2601946379059319,0.22651560247202465,0.22775487491189375,0.2859472717718942,0.20040524000108753,0.21600093013864957,0.2006449121583551,0.2068606440293983,0.18620650141270925,0.307036112191812,0.2791869472421313,0.2751268286684912,0.2795579597966058,0.24589095986021947,0.22942639370328985
jazz,0.20138553925960806,0.2825289339263269,0.2731713029779922,0.2889506178951591,0.27954046761483403,0.31161068915774437,0.2756081976749731,0.2622425288492083,0.15565278575018596,0.25256145236944494,0.1869450132292738,0.24804223645260706,0.27307982412370463,0.21635578415179105,0.2744334973695795,0.3018129664698674,0.2835369982787485,0.3204492067586719,0.32207242503523276,0.2035979787890293,0.24605403004639242,0.2801922095053164,0.20369682600371797,0.2612861431045585,0.3100440185067283,0.330368778435721,0.2708973625550663,0.3092143743669487,0.25039290428410704,0.2280704298845401
metal,0.2132892895282946,0.291279100703784,0.24940456457657778,0.2786264582298976,0.30126272511222424,0.29783773692245036,0.282403636912072,0.2648357750918383,0.17473990683058416,0.26854046376939933,0.15757622647921743,0.248371351985201,0.26479894262982245,0.21721792097529025,0.27646857776973266,0.2754328066210456,0.27133440150730354,0.25167084389670796,0.2971191607863869,0.21681723676202225,0.17346265201753647,0.2607382923456633,0.23932901751142865,0.24496519287945914,0.3353126186065879,0.3628024518616627,0.27884139370994215,0.2974602677487365,0.2706149491936832,0.23203278282225717
null,0.2739590949979813,0.34527407668917653,0.35499349233011634,0.2666615163943375,0.3382986682471524,0.3762772196563005,0.4034839969899291,0.3130711734357745,0.2238043434001743,0.28495301714173665,0.2406377825741544,0.28551003945015907,0.3832473710921218,0.34013774880257897,0.3043699780544822,0.3749339784475896,0.32988289121945596,0.23857189187493852,0.3883354191724846,0.27120327588056,0.27035935259422417,0.27118768311047275,0.29071565260581034,0.31526589630337815,0.36743599892387674,0.350995655801295,0.36924860875050064,0.3593117293456067,0.3658128253688801,0.29630580790724936
pop,0.1933913084292294,0.253789626131709,0.23720154286981648,0.2333275830650156,0.25104271358512803,0.29114948138936364,0.2916445016845386,0.19940501928006835,0.1878154228399198,0.23926627858140442,0.17273426980497184,0.2385014434031136,0.26841254353046456,0.23758538574724128,0.2731041371508464,0.2056079993025776,0.24220698912912378,0.23697446870072444,0.29104969225264654,0.18734317767033298,0.2529567271403552,0.22915061851231713,0.21747869758442157,0.20903095695149976,0.3090696466773195,0.3198681631378811,0.24077750334197,0.2660366917805303,0.2291377540135843,0.20696265880434
reggae,0.22462783566786093,0.2531555202378794,0.25976743180449047,0.2104123948836001,0.26817713941055876,0.2686164333070693,0.3009894229179232,0.221357556006179,0.15254569026070147,0.24340144244019118,0.07216523315875983,0.20626052017394078,0.3004397560715677,0.24105251289041474,0.25678583710017033,0.2658347281279912,0.2423778042932065,0.09831919025174646,0.2852370719008396,0.1750004053463189,0.22065270166258344,0.2302817116080475,0.24929085293525463,0.20813593193457838,0.3169907296584231,0.3251483677618508,0.2894128492990774,0.2614277580938978,0.25345987005092807,0.2352346861842844
