Node1,Node2,Correlation
1,2,0.6862793086964655
1,3,0.7120511823584512
1,25,0.5191033519733386
1,29,0.655266738388283
1,88,0.5675575515611474
1,95,0.5863015728764934
1,171,0.5125797582606345
1,173,0.7755910748256282
1,182,0.5097117006854937
1,227,0.6273540533791299
1,230,0.6777329213328717
1,272,0.5144882988484653
1,273,0.6298051862301367
1,286,0.6399368103991228
1,288,0.5539767676851469
1,291,0.5625019419602763
1,299,0.5378966445752617
1,306,0.5815679912546082
1,307,0.5785369887366709
1,310,0.5656047441921951
1,375,0.5486339458498343
1,391,0.5214298911743896
1,392,0.5155946685960612
1,403,0.5023153328487027
1,467,0.5551649886895507
1,566,0.557001096293701
2,88,0.5607286861303341
2,173,0.668014826605742
2,288,0.5081409168859282
3,8,0.7069524730804044
3,10,0.5954791304389501
3,13,0.5358847001892372
3,17,0.5865338181406229
3,19,0.6097057564102967
3,24,0.5228542407537805
3,26,0.5665208946098719
3,29,0.5546327218659756
3,39,0.6429840294660053
3,84,0.5704756280200026
3,88,0.6146086347689123
3,95,0.6541472120339821
3,99,0.5405503100162588
3,105,0.514507082366021
3,108,0.5340566694381988
3,110,0.5961863141854135
3,112,0.5110657541302475
3,122,0.5153819426900614
3,128,0.5675958480579565
3,171,0.5900724284545485
3,173,0.6492544199997364
3,182,0.6630645918095044
3,185,0.5761385992543143
3,231,0.5051088861847116
3,249,0.5153820750235627
3,252,0.5337413893557271
3,261,0.5432155025482953
3,272,0.6731064853528589
3,274,0.5462303532414213
3,276,0.5795021396821118
3,285,0.5443189852079272
3,291,0.5920251906569369
3,298,0.5878623521040544
3,299,0.6444013939501494
3,302,0.5650091941117058
3,303,0.6894977285863974
3,304,0.5674670065051597
3,306,0.5060021992012025
3,313,0.6097039819161123
3,323,0.585012960196207
3,330,0.5671800827598995
3,375,0.5087670769756044
3,383,0.5424235307940919
3,391,0.5571121918283256
3,392,0.5701854517477932
3,393,0.5866089275318349
3,395,0.5390376660415631
3,396,0.5204425269395556
3,403,0.5784595414782788
3,404,0.5569846705256717
3,405,0.5186501961726048
3,430,0.5082748397665872
3,467,0.6474151620716669
3,501,0.5362072802553279
3,502,0.5276829963479072
3,504,0.5855570958938775
3,508,0.5589163597646912
3,514,0.5386997628568287
3,538,0.502263479739581
3,547,0.5481168375931794
3,548,0.5569838989409938
3,559,0.5309744089733079
3,564,0.514467807898888
3,565,0.5106211598128695
3,566,0.6556209553583879
3,571,0.5094552139863734
3,574,0.5506303934897705
4,289,0.5948342832515826
5,11,0.7887877133094591
5,28,0.6240613348435875
5,31,0.5588533162547056
5,83,0.5962649701636543
5,85,0.533826499744238
5,89,0.6985956182745086
5,103,0.6066377370586421
5,106,0.6253976533607106
5,107,0.6566734434959136
5,113,0.7344785817963246
5,114,0.5533745510648423
5,217,0.5139288969594741
5,222,0.5138678846641808
5,297,0.8069912150947829
5,298,0.5157467832121864
5,380,0.5068235917150146
5,399,0.5855891827466717
5,400,0.618052186582806
5,452,0.5063322666261999
5,462,0.6631271595900382
5,463,0.6799831098852923
5,466,0.520696581039274
5,533,0.5612799426738905
6,171,0.504821255406688
8,13,0.5645120593430192
8,17,0.5825192226000814
8,19,0.7389972099004521
8,26,0.5419272603068666
8,39,0.5578981297170348
8,112,0.5572042865959923
8,115,0.5298542210992407
8,122,0.5779648409091821
8,124,0.603996602854775
8,208,0.5093923216361985
8,215,0.5059169598743796
8,221,0.7052780373105724
8,291,0.763506133726675
8,297,0.513726734488248
8,302,0.6966598004485771
8,303,0.7587571118713227
8,304,0.7321193787444876
8,330,0.5064817565427023
8,356,0.5092274710642025
8,361,0.5308387288411779
8,391,0.5293723113409218
8,396,0.5069593102713821
8,399,0.5446053198650772
8,467,0.5319724970136296
8,514,0.5549161283267564
8,563,0.5107874521921373
10,39,0.5566431830207353
10,44,0.5218399958695409
10,88,0.5015495654521683
10,111,0.544816325609449
10,114,0.513171941010614
10,118,0.6224936733117782
10,146,0.53561389746068
10,223,0.5477249068939992
10,261,0.5736130140890604
10,272,0.5493599719689353
10,285,0.5752296828721333
10,299,0.6138070040870167
10,302,0.5582788756641133
10,304,0.5413357471447503
10,323,0.5344223183396795
10,364,0.5382886226300758
10,406,0.5041651182855077
10,502,0.534244998922648
10,565,0.5225231433516714
11,28,0.6981229176522756
11,31,0.749824981411693
11,42,0.6261688228122861
11,83,0.6958071094406484
11,85,0.6255218188134154
11,89,0.7678038140316664
11,103,0.5114831532364891
11,106,0.6210672361620441
11,107,0.5760291205460816
11,113,0.6196702837599871
11,114,0.502357888960571
11,169,0.5783496443020878
11,179,0.5128318901813289
11,216,0.5150567846383055
11,217,0.6245071959803026
11,222,0.5738837510224192
11,239,0.5078109169592636
11,297,0.6593477615858291
11,399,0.5833304974100043
11,400,0.5581173557267509
11,452,0.5701051565568365
11,462,0.7600590387208407
11,463,0.8154586558299686
11,466,0.7026684497775423
11,509,0.5625692146800505
11,527,0.6097980100311048
11,536,0.5819208813275091
13,19,0.6135195961115792
13,26,0.6092169486786465
13,39,0.585544816001562
13,79,0.5604958208725
13,81,0.5791300290728519
13,115,0.6140540763769475
13,208,0.5280852475697042
13,261,0.589977339639194
13,269,0.5121276993759835
13,270,0.5912866731950288
