Node1,Node2,Correlation
1,2,0.6726567423097815
1,3,0.7432444049539642
1,8,0.5413805128727356
1,20,0.5444803461779463
1,24,0.5515921380816429
1,29,0.7164504567414488
1,75,0.5140997900687323
1,84,0.5705845039920648
1,88,0.5682530544025269
1,94,0.721175031934827
1,95,0.6628024971897932
1,96,0.5988693460884281
1,99,0.5550265115810623
1,105,0.5226858434500647
1,108,0.6667838891605027
1,112,0.633022766304271
1,123,0.5920728622845185
1,128,0.5986161834544693
1,153,0.5496062879432112
1,171,0.5404890214188873
1,173,0.7850904059961875
1,180,0.5215670064509184
1,181,0.5397102031035368
1,182,0.6753692672621864
1,183,0.5408477699971069
1,185,0.5517275258812012
1,207,0.5082301307108004
1,210,0.5315806010646962
1,227,0.6973173867172727
1,228,0.5250341509689902
1,230,0.7931301847910525
1,231,0.6831857557066169
1,235,0.6227358986012859
1,237,0.6467740932937273
1,273,0.5386089090106898
1,286,0.7370857670060292
1,287,0.565642259814569
1,288,0.5875847581771294
1,291,0.6324901834950695
1,297,0.5170363678020243
1,298,0.5850087201754204
1,306,0.6595963348251447
1,307,0.648118432337372
1,310,0.691391771555684
1,313,0.6125903905881914
1,322,0.5137076301422828
1,360,0.5128547171456496
1,381,0.5002711014788752
1,386,0.5956615966604887
1,391,0.6148973500234699
1,392,0.7208668866961696
1,393,0.5042017209161292
1,395,0.5849638849425444
1,397,0.5004416625663104
1,398,0.5983234071600573
1,403,0.5424019727557465
1,404,0.686305481353713
1,405,0.5903341780206558
1,413,0.6062559029741215
1,414,0.5698234091300588
1,416,0.520123865054454
1,418,0.5162314848482216
1,420,0.516031836530794
1,421,0.5052761200702701
1,423,0.540368955836843
1,433,0.5029552455447104
1,467,0.6349344094988928
1,472,0.5230456453961045
1,473,0.5574800407691781
1,474,0.5971268647564867
1,476,0.5695331967934426
1,478,0.5600515022242976
1,479,0.6808675307013718
1,508,0.6208936768763665
1,512,0.5060465349848838
1,518,0.6064203765466722
1,519,0.5539303146729869
1,522,0.5319869576687496
1,535,0.5386065718487694
1,555,0.5143443692103812
1,566,0.6428755783375569
1,570,0.5867479722975303
1,574,0.6205592362873649
2,88,0.5082183109741382
2,171,0.5145431128610441
2,173,0.6450601809244868
2,227,0.5478242059372028
2,230,0.5098259008580016
3,8,0.7039813515816542
3,10,0.563273050809482
3,24,0.5505239020873908
3,29,0.6752011902842349
3,39,0.5579869746115758
3,84,0.6827861410706109
3,88,0.5488262640001303
3,94,0.5115163838881376
3,95,0.707809695135361
3,96,0.5796504426441298
3,99,0.618902988951881
3,108,0.7124390485385863
3,110,0.5890954088414587
3,111,0.5419796377914257
3,112,0.6531194253667421
3,123,0.5624579349785226
3,128,0.6457268603489787
3,153,0.533792802036132
3,171,0.5227907064816042
3,173,0.6193804416113426
3,181,0.5592949508802353
3,182,0.7552220745778554
3,185,0.6128958253196279
3,201,0.5099044357099669
3,207,0.5551646891762325
3,210,0.5057020641135154
3,227,0.5180325119452804
3,230,0.6757790192106864
3,231,0.6406495838311962
3,235,0.6256172245266743
3,237,0.5981012780267477
3,272,0.5736581345616524
3,273,0.5093120360076747
3,276,0.5423601152171315
3,283,0.515953693931673
3,286,0.5642896874228777
3,291,0.574876653975909
3,297,0.5026576572307867
3,298,0.5955502567485966
3,299,0.5976947050441852
3,303,0.6338744955865574
3,306,0.634477888379026
3,307,0.5489602984944958
3,310,0.5629032388438475
3,313,0.6968293202493647
3,322,0.5624229006636262
3,323,0.6013759968755198
3,330,0.5088269268948875
3,357,0.5164903613443617
3,360,0.5835459086487557
3,383,0.5006591672905506
3,386,0.5807390191551964
3,391,0.681060558156823
3,392,0.7248497046467848
3,393,0.6110143992247715
3,395,0.6550722967280835
3,396,0.6072558242274024
3,398,0.6199533869833361
3,403,0.6324068222113233
3,404,0.7445138914943182
3,405,0.6577669717859037
3,416,0.5326766258109707
3,417,0.5884999142469031
3,419,0.5104852883633524
3,422,0.5289145954990861
3,428,0.5349155332826689
3,467,0.6729566737218006
3,473,0.5413598905529081
3,474,0.535064514513509
3,476,0.5381741365410746
3,478,0.523685046953885
3,479,0.6471004462220139
3,481,0.5139695716120758
3,504,0.526498003311457
3,508,0.6571307488058459
3,521,0.5124112705098381
3,535,0.612328391615181
3,552,0.5454369145551687
3,553,0.5211638955147866
3,555,0.5456550791549122
3,559,0.5728450260552475
3,566,0.7332077435892738
3,570,0.6237301753379224
3,571,0.5102731320241835
3,573,0.5033336744485543
3,574,0.7040890555348577
4,289,0.6420174204309006
5,8,0.6354277643815762
5,11,0.845664116420333
5,28,0.6452189884078291
5,30,0.5875601703178364
5,42,0.5324844542349093
5,83,0.6652168534706677
