Node,Label,Network,Hemisphere,Region,Parcel ID,X,Y,Z,degree_centrality,betweenness_centrality,eigenvector_centrality,closeness_centrality
1,7Networks_LH_Vis_1,7Networks,LH,Vis,1,-26.045328551851146,-44.8448841968708,-14.951325505136328,0.0924956369982548,0.0013576804434527882,0.08284968951609561,0.31200497960467244
2,7Networks_LH_Vis_2,7Networks,LH,Vis,2,-33.517555334725955,-58.54877337810902,-17.159936760338734,0.0,0.0,8.559322102538697e-27,0.0
3,7Networks_LH_Vis_3,7Networks,LH,Vis,3,-31.59200800673188,-41.29417978183737,-10.283588881052816,0.1256544502617801,0.011364086589415005,0.10071743020710974,0.3483147860424564
4,7Networks_LH_Vis_4,7Networks,LH,Vis,4,-37.98163168288875,-71.54814272449501,-16.019288191112917,0.0017452006980802793,0.0,8.71325295123075e-21,0.0031413612565445027
5,7Networks_LH_Vis_5,7Networks,LH,Vis,5,-24.515875705174054,-58.32235354225107,-9.040379783276144,0.04886561954624782,0.010709438641308858,0.0054452110813730924,0.31481794711425626
6,7Networks_LH_Vis_6,7Networks,LH,Vis,6,-23.25299592866149,-71.17410359499664,-9.434564102792812,0.0,0.0,8.559322102538697e-27,0.0
7,7Networks_LH_Vis_7,7Networks,LH,Vis,7,-39.66159623861313,-73.76627976323168,-9.508002667998277,0.0,0.0,8.559322102538697e-27,0.0
8,7Networks_LH_Vis_9,7Networks,LH,Vis,9,-20.508521401502705,-49.360116829922106,-7.617111413259501,0.07329842931937174,0.006714293855339245,0.026408802455342235,0.33983997372998787
9,7Networks_LH_Vis_10,7Networks,LH,Vis,10,-45.12659668144005,-69.67436757364973,-6.07261795439382,0.0,0.0,8.559322102538697e-27,0.0
10,7Networks_LH_Vis_11,7Networks,LH,Vis,11,-15.159238289603422,-37.02206871249512,-10.956274038363318,0.07329842931937174,0.00948832253487038,0.043951740223698556,0.3344155527606345
11,7Networks_LH_Vis_12,7Networks,LH,Vis,12,-11.234485198017524,-61.23231393073575,-3.850471242978159,0.07853403141361257,0.03897598121763883,0.007489847941520604,0.33388261960882476
12,7Networks_LH_Vis_13,7Networks,LH,Vis,13,-6.876144870028185,-72.5062209590344,-4.926925785677589,0.0,0.0,8.559322102538697e-27,0.0
13,7Networks_LH_Vis_17,7Networks,LH,Vis,17,-13.86427903438758,-42.05212429775433,-5.040219351461133,0.019197207678883072,0.003336362729884774,0.0013658805575295669,0.2797214202997831
14,7Networks_LH_Vis_18,7Networks,LH,Vis,18,-44.1073151438074,-72.01780786676841,4.617957248606466,0.012216404886561954,0.0017302383112548822,0.007581354862318389,0.26139905652468814
15,7Networks_LH_Vis_19,7Networks,LH,Vis,19,-6.373891430697881,-61.931462337472,3.311666794729476,0.03664921465968587,0.0020842872835042437,0.023634109112426603,0.3129370333152166
16,7Networks_LH_Vis_20,7Networks,LH,Vis,20,-2.25887535512446,-70.33466412094624,4.373678718410112,0.0,0.0,8.559322102538697e-27,0.0
17,7Networks_LH_Vis_21,7Networks,LH,Vis,21,-16.864375003207257,-55.01371005292507,0.8407680270005784,0.012216404886561954,0.0003665568503378508,0.0006066195588625995,0.2548799802974909
18,7Networks_LH_Vis_22,7Networks,LH,Vis,22,-3.021888943389058,-76.2814865981539,3.787149524937078,0.0,0.0,8.559322102538697e-27,0.0
19,7Networks_LH_Vis_25,7Networks,LH,Vis,25,-12.72952516963025,-45.94896369454701,2.033492100084338,0.019197207678883072,0.0008386106379288618,0.004134193967824346,0.2817906439872731
20,7Networks_LH_Vis_28,7Networks,LH,Vis,28,-9.070825221456047,-70.64779695155366,8.505568971830819,0.029668411867364748,0.003437172115432976,0.013479670751865644,0.28028273418667227
21,7Networks_LH_Vis_29,7Networks,LH,Vis,29,-47.27439540220482,-71.36289164202682,13.999918275597423,0.0,0.0,8.559322102538697e-27,0.0
22,7Networks_LH_Vis_31,7Networks,LH,Vis,31,-19.61369737184242,-62.332047666900834,7.686497854878716,0.013961605584642234,0.0016365678088420838,0.0007921766981007646,0.2480892170568828
23,7Networks_LH_Vis_32,7Networks,LH,Vis,32,-41.32478232856127,-74.55352894961834,17.519117863095822,0.0017452006980802793,0.0,0.0015224899980328685,0.23227421707820126
24,7Networks_LH_Vis_33,7Networks,LH,Vis,33,-0.34706119610928,-73.46269837052871,14.103267398197204,0.03315881326352531,4.2638971049465156e-05,0.036435894726866855,0.2712120955398544
25,7Networks_LH_Vis_37,7Networks,LH,Vis,37,-7.04724255642472,-68.15640180831885,16.381487851250256,0.02443280977312391,0.002949188297981752,0.008215253870880538,0.2648689555051043
26,7Networks_LH_Vis_38,7Networks,LH,Vis,38,-16.72329256446524,-66.04660263057653,17.117907884446055,0.012216404886561954,0.0008711906761952444,0.00210406164836038,0.24926989149855747
27,7Networks_LH_Vis_39,7Networks,LH,Vis,39,-2.158948509329619,-75.19926271743172,23.682699170495795,0.0,0.0,8.559322102538697e-27,0.0
28,7Networks_LH_Vis_40,7Networks,LH,Vis,40,-29.064816836533808,-75.36198903779898,20.90716652971294,0.020942408376963352,0.0004462147947717534,0.0031925525718858824,0.2831234375736994
29,7Networks_LH_Vis_41,7Networks,LH,Vis,41,-12.60868853333274,-74.19501421015177,24.148720730787943,0.13263525305410123,0.0040400975148002505,0.11394628172189715,0.3201090050489496
30,7Networks_LH_Vis_43,7Networks,LH,Vis,43,-25.24382139625959,-75.4110830067657,23.974533945554867,0.06980802792321117,0.0011284052037624256,0.06880001594649528,0.29866192987104423
31,7Networks_LH_Vis_44,7Networks,LH,Vis,44,-13.687926555182344,-76.716895988341,35.198602786850785,0.022687609075043632,0.0013521180512488275,0.0005267190156951597,0.26386819118959387
32,7Networks_LH_SomMot_1,7Networks,LH,SomMot,1,-53.50563101175291,0.0599962518437138,-3.4940602258736817,0.017452006980802792,0.002835135948350417,5.3936857798464314e-06,0.22053825663635532
33,7Networks_LH_SomMot_2,7Networks,LH,SomMot,2,-58.11317137737953,-14.814716531890774,5.868688169554915,0.02443280977312391,0.010398093055237458,0.00015978806509235835,0.25849641431775144
34,7Networks_LH_SomMot_3,7Networks,LH,SomMot,3,-42.93124349803733,-19.389491932920933,3.3533213062484464,0.019197207678883072,0.0019344036014898344,0.002406577650136609,0.27458891717501643
35,7Networks_LH_SomMot_4,7Networks,LH,SomMot,4,-60.11431315472214,-24.95677154413084,9.374658421045403,0.0034904013961605585,0.0,4.0938972277457396e-20,0.0034904013961605585
36,7Networks_LH_SomMot_5,7Networks,LH,SomMot,5,-62.63136623164925,-34.63597309215108,6.836208978641622,0.0034904013961605585,0.0,4.0938972277457396e-20,0.0034904013961605585
37,7Networks_LH_SomMot_6,7Networks,LH,SomMot,6,-45.85676398288393,-25.62106247834469,7.116980146943476,0.02443280977312391,0.004703087170034443,0.0021599614388147937,0.3025434567574549
38,7Networks_LH_SomMot_7,7Networks,LH,SomMot,7,-36.23862536517636,-12.084997209815356,12.924177537235067,0.0,0.0,8.559322102538697e-27,0.0
39,7Networks_LH_SomMot_8,7Networks,LH,SomMot,8,-34.681706958722614,-25.117930897000512,12.804337318929342,0.03664921465968587,0.005569923795346283,0.006452681141435093,0.3054101221640489
40,7Networks_LH_SomMot_9,7Networks,LH,SomMot,9,-43.3329212100092,-3.867150064057384,13.453046629900363,0.005235602094240838,0.00014353968756887237,0.0005397464972911751,0.2454731620439807
41,7Networks_LH_SomMot_10,7Networks,LH,SomMot,10,-39.85675538573221,-13.31806397199938,17.750479200720477,0.0034904013961605585,6.869940857419348e-06,6.064509995108978e-05,0.20530263969087462
42,7Networks_LH_SomMot_11,7Networks,LH,SomMot,11,-58.25094903600984,-36.77517483668635,15.320604661799734,0.034904013961605584,0.003010710585649557,0.003973606566195314,0.2860223123611434
43,7Networks_LH_SomMot_12,7Networks,LH,SomMot,12,-40.94175139461902,-35.0574966356396,14.861894334824951,0.038394415357766144,0.003836497068910179,0.013637596371037645,0.3169611857859872
44,7Networks_LH_SomMot_13,7Networks,LH,SomMot,13,-38.02614526327537,-25.53850434973188,19.64502053516715,0.008726003490401396,0.0009032857774668092,0.0013135651524754691,0.25272779711041926
45,7Networks_LH_SomMot_14,7Networks,LH,SomMot,14,-51.19383481762759,-13.378690642409213,13.838255623164706,0.008726003490401396,3.974700982404411e-05,0.00012363595523204839,0.23461516663442056
46,7Networks_LH_SomMot_15,7Networks,LH,SomMot,15,-58.84259728425923,1.2076340635516232,12.351409745079522,0.027923211169284468,0.003408280573646632,0.0021891530765590682,0.28878200386566166
47,7Networks_LH_SomMot_16,7Networks,LH,SomMot,16,-61.715471813069286,-7.392652066441258,11.085877513831797,0.015706806282722512,0.0006189308852754299,0.00038961448477869574,0.2516652778432883
48,7Networks_LH_SomMot_17,7Networks,LH,SomMot,17,-47.91049349365014,-25.646590728984503,17.283088451526204,0.041884816753926704,0.003946937027740266,0.011023210582000002,0.3083316317947572
49,7Networks_LH_SomMot_18,7Networks,LH,SomMot,18,-60.77488605294593,-17.982055469777656,19.543583212288866,0.022687609075043632,0.0011036308676239674,0.0007469242941022255,0.27567282079544414
50,7Networks_LH_SomMot_19,7Networks,LH,SomMot,19,-59.28309575544441,-3.5016854428788093,19.720027243704905,0.022687609075043632,0.0018000272005991638,0.0006941329749110616,0.27842039043792366
51,7Networks_LH_SomMot_20,7Networks,LH,SomMot,20,-63.84509245929033,-9.88425965749353,26.10966905732532,0.005235602094240838,0.0,0.0005204982992977769,0.2475030641518459
52,7Networks_LH_SomMot_21,7Networks,LH,SomMot,21,-55.22076715478349,-9.335683729783028,31.691469204672813,0.06108202443280977,0.009816551331981544,0.013007956490211895,0.3233199750070024
53,7Networks_LH_SomMot_22,7Networks,LH,SomMot,22,-53.45697393464059,-4.06940361533475,33.53988873318809,0.03664921465968587,0.002670857034935552,0.004785084159132024,0.3023251714351191
54,7Networks_LH_SomMot_23,7Networks,LH,SomMot,23,-57.55928873841961,-15.04738494434526,39.90534192554298,0.005235602094240838,0.0,0.00026450651609459373,0.23713791036167237
55,7Networks_LH_SomMot_24,7Networks,LH,SomMot,24,-49.934586239919554,-15.220464560720655,40.67324815051896,0.019197207678883072,0.00021424194362824515,0.0034257549511663445,0.3003746864581183
56,7Networks_LH_SomMot_25,7Networks,LH,SomMot,25,-55.37845181896319,-20.50767875114432,46.92897930697768,0.019197207678883072,0.0005797773161244214,0.0011699696716126191,0.284468898580499
57,7Networks_LH_SomMot_26,7Networks,LH,SomMot,26,-7.553707777820279,-8.345986633023017,41.331582422184496,0.0,0.0,8.559322102538697e-27,0.0
58,7Networks_LH_SomMot_27,7Networks,LH,SomMot,27,-51.63516991212964,-3.749993004258087,47.46624214027142,0.03664921465968587,0.0026520866145028446,0.005553862151318128,0.3090137814226217
59,7Networks_LH_SomMot_28,7Networks,LH,SomMot,28,-41.658334465091485,-17.32679512971137,39.05891143234379,0.0,0.0,8.559322102538697e-27,0.0
60,7Networks_LH_SomMot_29,7Networks,LH,SomMot,29,-47.37449258858746,-17.514802201068335,51.91519264649739,0.019197207678883072,0.003958259580924862,8.523004490756765e-05,0.254570284088138
61,7Networks_LH_SomMot_30,7Networks,LH,SomMot,30,-50.756283802816114,-26.61764946737541,54.34701075125486,0.0034904013961605585,0.0,5.580604885206192e-05,0.20390398423799272
62,7Networks_LH_SomMot_31,7Networks,LH,SomMot,31,-41.43955111995871,-13.325473226429452,49.63622271424779,0.019197207678883072,0.0024272494879157866,0.0014244580331775382,0.29343325462820385
63,7Networks_LH_SomMot_32,7Networks,LH,SomMot,32,-6.068687679590525,-14.928378748567134,49.23834609477589,0.012216404886561954,0.0011231323414019367,0.00010122693459766832,0.2473569584469156
64,7Networks_LH_SomMot_33,7Networks,LH,SomMot,33,-44.70943361863255,-23.050140291091893,63.01366575837376,0.008726003490401396,0.0002310917175984436,0.0002258231228191052,0.22088702562418294
65,7Networks_LH_SomMot_34,7Networks,LH,SomMot,34,-39.68108077558267,-24.602939075798588,52.23200246708189,0.012216404886561954,0.0005912488068505773,0.0005597641713471593,0.2689490934589699
66,7Networks_LH_SomMot_35,7Networks,LH,SomMot,35,-40.57082986738101,-35.44087287052426,62.66861974522472,0.012216404886561954,0.0,0.0014639805830836954,0.2255235132449274
