Node,Label,Network,Hemisphere,Region,Parcel ID,X,Y,Z,degree_centrality,betweenness_centrality,eigenvector_centrality,closeness_centrality
219,7Networks_LH_Default_Temp_6,7Networks,LH,Default_Temp,6,-53.86023817275361,-4.665013263923939,-10.476859176964169,0.005235602094240838,4.5961300560900586e-05,2.0409651550257998e-05,0.19902305084857702
220,7Networks_LH_Default_Temp_7,7Networks,LH,Default_Temp,7,-62.60747334379892,-33.253035414324266,-4.879611365534743,0.0034904013961605585,0.0008335724792516543,2.485427697212202e-08,0.1651883508024703
221,7Networks_LH_Default_Temp_8,7Networks,LH,Default_Temp,8,-51.142219387659225,-21.87542636758962,-7.998360503393755,0.006980802792321117,0.0,0.0012493001744507976,0.25971279598388386
222,7Networks_LH_Default_Temp_9,7Networks,LH,Default_Temp,9,-59.25465997458667,-17.900712949712762,-1.7248530409415253,0.034904013961605584,0.01359684256600504,0.00022944075748418174,0.2775295049432004
223,7Networks_LH_Default_Temp_10,7Networks,LH,Default_Temp,10,-51.210632751778576,-33.834486916785444,-0.3776034484513886,0.010471204188481676,0.00048445350679596005,0.000437463104163815,0.2627949590842547
224,7Networks_LH_Default_Temp_11,7Networks,LH,Default_Temp,11,-62.84014705899887,-49.77001317798232,4.132244105056792,0.0034904013961605585,0.0,2.0305671956877208e-05,0.1765567475845119
225,7Networks_LH_Default_Temp_12,7Networks,LH,Default_Temp,12,-52.748219662858816,-43.82881739046343,6.235717161439588,0.0017452006980802793,0.0,2.905161187833195e-08,0.1643495037085515
226,7Networks_LH_Default_Par_1,7Networks,LH,Default_Par,1,-48.47582828377682,-50.165867126522926,14.578510803480938,0.0017452006980802793,0.0,4.2795478566317075e-21,0.0017452006980802793
227,7Networks_LH_Default_Par_2,7Networks,LH,Default_Par,2,-46.65801307287788,-57.27583178537979,18.387590674977552,0.031413612565445025,0.0012997432126742741,0.010200480070240645,0.26116370545865414
228,7Networks_LH_Default_Par_3,7Networks,LH,Default_Par,3,-59.65964002821596,-49.11862224459648,16.26870966643095,0.03664921465968587,0.000621342763637509,0.02259146656767889,0.27302707948987137
229,7Networks_LH_Default_Par_4,7Networks,LH,Default_Par,4,-43.534627179634725,-71.60092643684857,24.64692989773268,0.008726003490401396,0.00019023159438933163,0.0019807544211436754,0.24647611569648026
230,7Networks_LH_Default_Par_5,7Networks,LH,Default_Par,5,-46.81178559117481,-63.32360435563241,23.092885379966404,0.06631762652705062,0.0025552951218206824,0.04214227678653732,0.2823723016737529
231,7Networks_LH_Default_Par_6,7Networks,LH,Default_Par,6,-48.95188638836007,-54.31690902809534,25.90618940768329,0.07504363001745201,0.002200447129832721,0.06308425584937954,0.291974135665435
232,7Networks_LH_Default_Par_7,7Networks,LH,Default_Par,7,-41.6711661813452,-75.52280482810502,33.38759339666541,0.0,0.0,5.224057442177377e-25,0.0
233,7Networks_LH_Default_Par_8,7Networks,LH,Default_Par,8,-60.86309900200541,-53.50747754354688,28.241715978962542,0.0,0.0,5.224057442177377e-25,0.0
234,7Networks_LH_Default_Par_9,7Networks,LH,Default_Par,9,-48.36974296433962,-67.8241404007682,33.09594375327886,0.005235602094240838,9.846168137108488e-05,0.00014082846764540595,0.2400084024494534
235,7Networks_LH_Default_Par_10,7Networks,LH,Default_Par,10,-49.13369853843378,-59.35863664648679,37.25714721315944,0.06108202443280977,0.0008614143204526093,0.0514820630502259,0.284280222631008
236,7Networks_LH_Default_Par_11,7Networks,LH,Default_Par,11,-39.931928764243565,-72.53357531350824,45.43118557611254,0.0,0.0,5.224057442177377e-25,0.0
237,7Networks_LH_Default_Par_12,7Networks,LH,Default_Par,12,-55.13097716115647,-50.694161208822976,38.50432171304385,0.05759162303664921,0.003137893856183402,0.03393380326583389,0.2825619405600348
238,7Networks_LH_Default_Par_13,7Networks,LH,Default_Par,13,-44.83365303300485,-63.72672706523112,48.549608475272805,0.029668411867364748,0.010206004448794976,9.35926524721087e-05,0.2491028593806346
239,7Networks_LH_Default_PFC_1,7Networks,LH,Default_PFC,1,-28.13522481789383,16.826372692409223,-16.461402516334484,0.03315881326352531,0.0038594507469854075,9.46721785078472e-05,0.2627949590842547
240,7Networks_LH_Default_PFC_2,7Networks,LH,Default_PFC,2,-36.00042123194784,37.14785202261061,-12.243347095120695,0.015706806282722512,0.002386629538934365,0.00029935958091394777,0.24235871514625104
241,7Networks_LH_Default_PFC_3,7Networks,LH,Default_PFC,3,-36.929242470464914,24.340351353716315,-15.03061884728059,0.019197207678883072,0.0007083736273806094,0.0022672557232367267,0.2744518783391336
242,7Networks_LH_Default_PFC_4,7Networks,LH,Default_PFC,4,-4.73747401492561,55.49225409917972,-9.578806481904842,0.0,0.0,5.224057442177377e-25,0.0
243,7Networks_LH_Default_PFC_5,7Networks,LH,Default_PFC,5,-46.25181830845153,31.97569483046287,-9.545894634433182,0.029668411867364748,0.0031929281256007523,0.00034176269422401417,0.2587544461832053
244,7Networks_LH_Default_PFC_6,7Networks,LH,Default_PFC,6,-6.588924428705212,39.59354636865834,-7.143978801038529,0.0034904013961605585,0.0,2.079442080179647e-06,0.19559959530166984
245,7Networks_LH_Default_PFC_7,7Networks,LH,Default_PFC,7,-19.107938754007392,62.9184333721492,-7.839863361159004,0.0,0.0,5.224057442177377e-25,0.0
246,7Networks_LH_Default_PFC_8,7Networks,LH,Default_PFC,8,-28.121436527399112,57.667621086266905,-1.4726234280681323,0.02617801047120419,0.0032038525863937388,0.0003747266668395203,0.25971279598388386
247,7Networks_LH_Default_PFC_9,7Networks,LH,Default_PFC,9,-48.147316572731086,27.54323193096826,1.4653851475085986,0.015706806282722512,0.004013043539806843,0.0001516562726848142,0.24097063544896438
248,7Networks_LH_Default_PFC_10,7Networks,LH,Default_PFC,10,-12.660839036531229,68.9805803965445,4.90131683350716,0.0017452006980802793,0.0,1.568553562100746e-05,0.1927323543261071
249,7Networks_LH_Default_PFC_11,7Networks,LH,Default_PFC,11,-6.067219647114172,44.67530662130439,6.205129391691074,0.05235602094240838,0.0014533633365942534,0.028667209043061605,0.2899619086794568
250,7Networks_LH_Default_PFC_12,7Networks,LH,Default_PFC,12,-52.53800720484651,19.76296288685292,10.145384045326203,0.006980802792321117,0.00042733022658875364,2.6372283854740177e-06,0.19688101520537754
251,7Networks_LH_Default_PFC_13,7Networks,LH,Default_PFC,13,-22.666385941462124,63.79546766785475,10.71018018150049,0.008726003490401396,0.0030554712864764785,0.0009397335956486557,0.2485143115734742
252,7Networks_LH_Default_PFC_14,7Networks,LH,Default_PFC,14,-5.5672054026169775,57.10152030837591,15.213362333848131,0.06631762652705062,0.007647017418738408,0.037928638687751426,0.3098193884343828
253,7Networks_LH_Default_PFC_15,7Networks,LH,Default_PFC,15,-2.933004503223017,29.573116804920616,15.438885754361364,0.0,0.0,5.224057442177377e-25,0.0
254,7Networks_LH_Default_PFC_16,7Networks,LH,Default_PFC,16,-14.849594877246671,60.78903431337707,23.90437298405476,0.0034904013961605585,0.0,2.0984033622573795e-05,0.19237984887695098
255,7Networks_LH_Default_PFC_17,7Networks,LH,Default_PFC,17,-7.189437337861463,36.25661317224639,22.085199856598464,0.010471204188481676,0.002320415118297651,0.0010758915130788691,0.23636782555836616
256,7Networks_LH_Default_PFC_18,7Networks,LH,Default_PFC,18,-22.340158654544297,52.86866418768267,27.3947560219722,0.0,0.0,5.224057442177377e-25,0.0
257,7Networks_LH_Default_PFC_19,7Networks,LH,Default_PFC,19,-3.684326748583018,47.44998840835218,34.98627180199078,0.0,0.0,5.224057442177377e-25,0.0
